CVC Name,Website,CVC Description,Company,Country,unmatched_flag,canonical_company,match_company,category
Singtel Innov8,http://innov8.singtel.com,"Singtel Innov8 is the corporate venture capital fund of Singtel, investing in startups whose innovations can be applied across the Singtel Group’s communications technology businesses and global footprint to meet strategic needs.

The fund prioritises 5G enterprise and application solutions, Digital ASEAN platforms, data privacy and security technologies, green-tech offerings, future-ready workforce tools, and other emerging communications technologies.

Innov8 connects portfolio companies to Singtel business units and telecom partners worldwide through programs such as Innov8 Sparks, creating collaboration opportunities and easing market entry, and its public portfolio highlights companies such as BitSight, Carro, Wiz.ai, and SenseTime.",Singtel,Singapore,,,Singtel,
SK Telecom Ventures,https://www.sk.com,"SK Telecom Ventures (SKTVC) is the dedicated venture capital arm of SK Telecom, founded in 2008 to make strategic early- and mid-stage investments aligned with the parent’s mobile platforms and infrastructures, semiconductors, and enterprise compute, storage, and networking priorities. SKTVC seeks startups advancing communications technologies such as NFC, 802.11ax, 5G, NFV, and SDx; cloud, IT, and data center capabilities including edge computing, microservices, hybrid cloud management, and cybersecurity; IoT and sensor innovations from smart robots to brain-computer interfaces; and emerging domains spanning connected vehicles, AI, NLP, AR/VR, robotics, blockchain, 4D printing, and new materials.

The fund complements capital with deep technical and strategic guidance, opening access to SK Telecom's leading engineering and manufacturing resources and the brand leverage of a global mobile services provider to accelerate portfolio traction. Operating from Silicon Valley while investing worldwide, SKTVC leads or co-leads rounds and works closely with founders to build long-term value for both startups and the SK Telecom ecosystem.",SK Telecom,South Korea,,,SK Telecom,Digital Climate Infrastructure
SLB New Energy Ventures,https://www.slb.com/driving-energy-innovation/scaling-new-energy-systems,"SLB established New Energy Ventures to apply the company’s subsurface domain expertise and technology industrialization know-how to low-carbon businesses, leveraging the parent’s global footprint to scale transition technologies that complement its core operations. The unit targets ventures across carbon capture and sequestration, stationary energy storage, geothermal and geoenergy solutions, sustainable battery-grade lithium production, and hydrogen as an energy carrier.

The group uses partnership models and SLB’s process technology capabilities to help ventures pilot and industrialize solutions while tapping the parent’s execution platform and partner network. Illustrative holdings include NeoLith Energy’s direct lithium extraction project, the Genvia clean hydrogen joint venture with the CEA and industrial partners, investments in long-duration storage player EnerVenue, and geothermal provider Celsius Energy.",SLB,United States,1.0,Schlumberger Limited,Schlumberger Limited,Energy & Grid
Snowflake Ventures,https://www.snowflake.com/snowflake-ventures,"Snowflake Ventures is the corporate venture arm of Snowflake Inc., established to reinforce the Data Cloud's network effect by backing ecosystem companies that mobilize data, deliver customer value, and expand opportunities across the platform.

The unit backs existing partners that are driving joint customer outcomes, focusing on solutions that integrate with Snowflake across data science, analytics, visualization, governance, security, and industry data domains, with investments reserved for growth rounds led by reputable investors.

Portfolio companies receive access to Snowflake leaders, ecosystem exposure, and go-to-market alignment to accelerate adoption of their Snowflake-native offerings. Recent investments include Mistral AI for generative language models, Metaplane for data observability, and Omni for self-service business intelligence, each deepening integration with the Snowflake AI Data Cloud.",Snowflake,United States,,,Snowflake,
Deepcore,https://deepcore.jp/,"DEEPCORE, a wholly owned SoftBank Group subsidiary, runs an AI-focused incubation platform to cultivate deep learning entrepreneurs and accelerate adoption of the technology in society.

Its DEEPCORE TOKYO funds back seed and early-stage startups applying AI, with the second vehicle prioritising generative AI, robotics, and other frontier technologies while the first portfolio reached 62 AI companies.

Startups gain access to the KERNEL workspace, GPU resources, joint projects through SoftBank’s network, and curated back-office support packages covering finance, HR, PR, and cloud tools, with portfolio examples including VAAK and UsideU.",Softbank,Japan,,,Softbank,
Sony Innovation Fund,http://www.sonyinnovationfund.com/,"Sony Group Corporation backs Sony Innovation Fund to invest in transformational technology-driven startups through vehicles such as its early-stage Sony Innovation Fund and thematic Environment and Africa programs, focusing on ventures delivering new forms of entertainment, fintech, enterprise SaaS, deep tech and climate tech worldwide.

The fund helps founders scale by opening doors across Sony’s global network, providing access to technical expertise, IP, R&D and partner relationships, with current portfolio companies including Carry1st, SportsVisio, Agility Robotics and Quantum Motion.",Sony,Japan,,,Sony,"Industrial Decarbonization, Digital Climate Infrastructure"
Southern Company New Ventures,https://www.southerncompany.com/newsroom/clean-energy/how-southern-company-is-investing-in-the-future-of-energy.html,"Southern Company New Ventures is the corporate venture and innovation arm of Southern Company, tasked with identifying and implementing emerging technologies that deliver customer and utility value while continuing the parent’s clean, safe, reliable and affordable energy mandate.

The group prioritizes solutions that transform internal operations through efficiency tools, AI and data-driven process optimization, optimize service with grid-enhancing technologies, interconnection, DERMS, batteries and grid planning, and enhance customer value via demand flexibility, large-load efficiency, sensors, disaggregated data insights, affordability and decarbonization.

New Ventures engages startups by partnering with venture funds, technology companies and leading customers to run pilots and scale implementations across Southern Company’s footprint; its collaborations with Energy Impact Partners portfolio companies such as Moxion Power and Rheaply, along with the incubation and spinout of the carbon-offset platform Cloverly, illustrate how it connects innovators to utility deployments and creates pathways for scaling climate solutions.",Southern Company,United States,,,Southern Company,"Food, Ag & Bioeconomy"
SQM Lithium Ventures,https://www.sqm.com/en/noticia/sqm-lithium-ventures-presento-a-la-primera-generacion-de-emprendedores-del-programa-de-aceleracion-corporativa/,"SQM Lithium Ventures is the corporate venture arm of Sociedad Química y Minera de Chile, created to accelerate entrepreneurship linked to its lithium business and scale innovations across lithium, water, and electromobility sustainability challenges from Antofagasta to global markets, investing from acceleration through Series A to advance SQM’s strategic priorities.

The unit runs a corporate acceleration program with Endeavor Atacama that provides seed funding, strategic mentoring, workshops, plant access, networking, Demo Day exposure, and pathways to follow-on financing so startups can refine their value propositions alongside SQM experts and integrate with the company’s operations.

SQM Lithium Ventures deepened its investment in UK-based recycler Altilium to complete the company’s Series A round—its largest commitment so far—to advance EcoCathode battery recycling projects in the UK and Europe and build circular supply chains for critical battery materials.",SQM,Chile,,,SQM,"Mobility & Logistics, Digital Climate Infrastructure"
SC Ventures,https://scventures.io/,"SC Ventures is the corporate innovation and venture arm of Standard Chartered Bank, created to lead digital innovation across the Group, invest in fintechs, and build new business models that extend banking services in and beyond the core franchise.

Its investment focus spans Digital Banking & Lifestyle solutions, Trade & Supply Chain platforms that support SMEs, and secure Digital Assets infrastructure, aligning new products with client needs across the bank’s growth markets.

The unit supports startups through venture building, strategic advice, co-creation via the SC Ventures FinTech Bridge, and by opening access to Standard Chartered’s global relationships and footprint; ventures such as Mox digital bank and Trust Bank exemplify how it scales digital offerings with ecosystem partners.",Standard Chartered Bank,United Kingdom,,,Standard Chartered Bank,
Stanley Ventures,https://www.stanleyventures.com/our-focus,"Stanley Ventures is the corporate venture capital arm of Stanley Black & Decker, backing startups that advance the parent’s tools, fastening, and construction franchises while pairing capital with the corporation’s scale and industrial know-how to accelerate commercialization.

Its mandate centers on strategic themes such as Tools & Storage (battery innovation, wireless charging, asset tracking, jobsite progress), Fastening Solutions (joining technologies, new materials, automation, 3D printing), and Construction & Demolition (robotics, recycling, electrification, industrial IoT), reflecting Stanley Black & Decker’s growth priorities.

Portfolio companies receive access to Stanley Black & Decker’s industry expertise, supplier relationships, vast customer base, and brand network; illustrative investments include Bartesian’s connected beverage systems, FreeWire’s mobile EV charging platforms, and Tulip’s connected frontline operations software, highlighting how the unit pairs strategic resources with category-leading innovators.",Stanley Black & Decker,United States,,,Stanley Black & Decker,"Energy & Grid, Industrial Decarbonization"
Valor Siren Ventures,https://www.valorep.com/valor-siren-ventures-vsv,"Starbucks Corporation anchors Valor Siren Ventures, managed by Valor Equity Partners, as a corporate venture platform to advance new food and retail innovations aligned with Starbucks’ customer experience; VSV states its mission is to source, select, and serve exceptional founders building technology- and sustainability-oriented solutions in those sectors.

The fund prioritizes early-stage companies in food, food technology, retail, retail technology, and sustainability within the broader food and retail markets, and supports them by applying Valor’s operational expertise, leveraging its strategic investor network, and exploring direct commercial relationships with Starbucks; illustrative portfolio companies include Brightloom, Misfits Market, and Square Roots.",Starbucks,United States,,,Starbucks,"Food, Ag & Bioeconomy"
Statkraft Ventures,https://statkraftventures.com/,"Statkraft Ventures is the corporate venture fund of Statkraft, Europe's largest producer of renewable energy, created in 2015 to find entrepreneurs tackling the climate crisis and become their preferred partner in the energy transition.

The team invests in software- and hardware-focused energy and climate tech startups across Europe, North America, and Norway, often leading seed through growth-stage rounds while leveraging Statkraft's energy market expertise and their own venture, entrepreneurship, company-building, and M&A experience to help founders scale without compromising independence.

Representative investments include Deepki, SkySpecs, Aira, and Hydrosat, illustrating focus on data-driven real estate efficiency, renewable asset management, electrified heat, and climate resilience technologies.",Statkraft,Norway,1.0,Statkraft AS,Statkraft AS,"Energy & Grid, Industrial Decarbonization"
Stellantis Ventures,https://www.stellantis.com/q/stellantis-ventures,"Stellantis Ventures is the corporate venture fund of Stellantis N.V., set up within the Dare Forward 2030 strategy to back startups whose innovations can be absorbed into the automaker’s products and operations while advancing clean, safe and customer-focused mobility.

The fund targets breakthroughs across Autonomous Driving and ADAS, Propulsions & Energy Storage, Industry 4.0, Carbon Removal & Green Energy, Customer Experience & New Concepts, and AI, spanning sensors, EV powertrains, smart manufacturing, circular materials, and digitally enabled services.

Stellantis Ventures helps founders by rapidly piloting and scaling their solutions with Stellantis brands—more than 150 partnership contracts have been signed in the past three years—and reinforces this support with strategic investments such as Tiamat’s sodium-ion batteries and SteerLight’s LiDAR platform to feed future vehicle programs.",Stellantis N.V.,Netherlands,,,Stellantis N.V.,Digital Climate Infrastructure
Stena New Ventures,https://www.stenametall.com/what-we-do/our-businesses/stena-new-ventures/,"Stena Metall Group's Stena New Ventures finds and develops ventures to drive sustainable development by offering innovative solutions in materials and recycling, pursuing ideas from within the group and through collaborations or investments in start-up companies. It targets Nordic start-ups with strong growth potential that can carve out new market positions by tapping Stena Metall's core competences, using networking and university incubator channels to source opportunities.

The unit supports founders by combining strategic investment with hands-on collaboration, linking ventures to Stena Metall know-how and resources to help them scale, as seen in the progression of BatteryLoop into a standalone operation before its 2024 acquisition by Repono. Illustrative holdings include materials innovator Papershell, optical analytics firm Spec-Imaging, and water treatment developer Atium.",Stena Metall AB,Sweden,1.0,Stena Metall AB,Stena Metall AB,"Food, Ag & Bioeconomy"
STIHL Ventures,https://stihldigital.com/,"STIHL Ventures is the corporate venture capital arm of the STIHL Group, investing in startups across forestry, professional landscaping, gardening, agriculture, and construction to address the parent company’s strategic and operational priorities through startup collaboration.

Its priority themes include Smart Forestry (reforestation, forest management, timber markets, pest control, safety and communication), Advanced Gardening & Landscaping (electrification, connectivity, robotic solutions, process digitalization, rental and sharing models), Agriculture Technology (robotics, fleet management, precision agriculture, soil health, urban farming), Construction Technology (BIM, digital twins, project management tools, safety monitoring), and Sustainability (circular economy, recycling, green cities, carbon removal).

STIHL Ventures adds value by contributing STIHL’s ecosystem network, corporate assets, and direct departmental access while matching external solutions to STIHL business needs for efficiency gains and new revenue opportunities, with portfolio collaborations such as Dryad’s ultra-early forest monitoring, TinyMobileRobots’ autonomous line-marking, and Spotta’s digital pest detection illustrating the approach.",STIHL Group,Germany,,,STIHL Group,"Circular Economy, Industrial Decarbonization"
Presidio Ventures,http://www.presidio-ventures.com,"Presidio Ventures is the wholly owned corporate venture arm of Sumitomo Corporation of Americas and the broader Sumitomo Corporation, created to identify high-potential growth industries and build new businesses in partnership with startups while advancing the group’s global innovation agenda. It targets opportunities that can reinforce Sumitomo’s existing businesses and unlock new platforms, and it channels the parent’s international reach to help portfolio companies scale.

The fund concentrates on digital transformation themes—information and communication technologies, media, and frontier software and hardware spanning AI, IoT, big data, robotics, and sensing—while also backing resource and climate solutions such as advanced lithium extraction and direct air capture that support the energy transition. Presidio Ventures engages by opening Sumitomo’s commercial network, regional market access, and co-development capabilities so startups can pilot offerings and grow in Japan, Asia, and beyond; recent investments span Lilac Solutions, Web3 Pro, Ori, and Global Thermostat.",Sumitomo Corporation,Japan,,,Sumitomo Corporation,
Suzano Ventures,https://www.suzanoventures.com/,"Suzano Ventures is the corporate venture capital arm of Suzano, launched in 2022 to back founders developing bioeconomy solutions that reinforce the parent company’s innovation-led sustainability agenda.

It prioritizes startups that enhance carbon measurement and sequestration, raise agroforestry productivity, unlock new applications for eucalyptus-derived biomaterials, and expand renewable fiber-based packaging platforms.

The fund couples its investments with technical expertise, market insight, and access to Suzano’s global operations, supply chain, and research centers so founders can tap hundreds of in-house scientists and engineers across four continents. Recent investments include Bioform Technologies’ bio-based plastic alternatives, BemAgro’s AI-driven agroforestry analytics, and Allotrope Energy’s biomaterial-enabled battery components.",Suzano,Brazil,,,Suzano,"Energy & Grid, Industrial Decarbonization, Carbon Management & Markets"
Swisscom Ventures,https://ventures.swisscom.com,"Swisscom Ventures is the venture capital arm of Swisscom AG and invests from hubs in Switzerland and the United States to deliver superior returns and foster industry-leading innovation in line with the telecom group’s digital transformation mandate.

The unit concentrates on Telco & IT cloud, deep tech, cybersecurity, fintech, and Big Data & AI propositions, and extends to artificial intelligence, robotics, sustainability, agtech, enterprise solutions, cloud, IoT, and broader ICT plays that mirror Swisscom’s domain expertise.

Portfolio companies gain access to Swisscom distribution channels, key account managers, in-house go-to-market support, discounted infrastructure, extensive B2B customer networks, fundraising connections, curated events, specialist communities, and testbeds in Switzerland and the US; illustrative holdings include RTDT Laboratories’ wind-turbine intelligence platform and OX Security’s application security analytics.",Swisscom AG,Switzerland,,,Swisscom AG,Digital Climate Infrastructure
Syensqo Ventures,https://www.syensqo.com/en/innovation/syensqo-ventures,"Syensqo Ventures is the corporate venture arm of Syensqo, created to partner with early-stage startups building sustainable advanced materials solutions to address resource scarcity, climate change, and quality of life challenges in step with the parent’s science-led growth agenda.

The fund prioritizes startups in energy, cleantech, industry 5.0, mobility, healthtech, biotech, electrification, advanced connectivity, resource efficiency, sustainable sourcing, and quality-of-life applications, aligning investments with Syensqo’s materials know-how and sustainability goals.

Syensqo Ventures positions itself as an accelerator by sharing Syensqo’s innovation expertise, industrial resources, and business partnerships to scale portfolio companies, and its published portfolio highlights collaborations with startups such as Sepion, Depoly, Noble AI, and Bota Bio.",Syensqo,Belgium,,,Syensqo,Carbon Management & Markets
Syngenta Group Ventures,https://www.syngentagroupventures.com/,"Syngenta Group Ventures is the corporate venture capital arm of Syngenta Group, set up to shape the future of agriculture and food by backing technology and business model innovation that improves resource use and global food security for farmers worldwide.

It targets companies that reinforce existing agricultural innovations, unlock new routes to farmer profitability, and redefine the future of farming across three categories: Strategic Ag opportunities tightly linked to crop protection and seeds, R&D platform technologies that can be adapted into agriculture, and adjacencies with disruptive potential to influence the wider agri-food system.

The team partners closely with startups by arranging technical or commercial collaborations, opening Syngenta’s 5,000-person R&D organization for validation, supporting specialist formulation work, and helping extend sales channels and market reach; representative investments span Vestaron’s peptide-based crop protection, Greeneye Technology’s AI-driven selective spraying, and BlueNalu’s cultivated seafood platform.",Syngenta,Switzerland,,,Syngenta,Digital Climate Infrastructure
Takeda Digital Ventures,https://www.takeda.com/science/research-and-development/partnerships/cei,"Takeda Digital Ventures is the corporate venture capital arm of Takeda Pharmaceutical Company, investing in digital health innovators that improve patient outcomes and experiences across the care journey while mirroring the company's patient-first values.

TDV invests globally with a focus on North America and Europe, targeting technologies that deliver value-based outcomes through convenient, seamless digital experiences. Its venture studio helps create patient-centric solutions across therapeutic areas and connects founders to Takeda's network of operational partners, digital health experts, and clinical trial advisors to accelerate execution. Representative investments include virtual-first and telehealth platforms such as Amwell, Boulder Care, and Oshi Health, which demonstrate TDV's emphasis on digitally enabled care models.",Takeda,Japan,,,Takeda,Digital Climate Infrastructure
Tata Capital Innovations Fund,https://www.tata.com,"Tata Capital Innovations Fund is managed by Tata Capital Limited, the Tata Group's financial services arm, and operates as a SEBI-registered domestic venture capital vehicle, positioning the parent to invest directly in innovation-driven businesses.

The fund targets technology-led innovations that deliver breakthrough, fundamental or incremental advances while staying sector agnostic, concentrating on companies with durable technology advantages.

Its capital enables portfolio teams to strengthen business development, marketing and R&D, scale go-to-market execution, expand internationally with channel partners, and build sales, marketing and engineering capacity, evidenced by support for Alef Mobitech Solutions and Vaultize in mobile internet infrastructure and enterprise data security.",Tata,India,,,Tata,"Energy & Grid, Carbon Management & Markets"
TDK Ventures,http://www.tdk-ventures.com/,"TDK Ventures is the corporate venture capital arm of TDK Corporation, established to propel digital and energy transformations by backing early-stage materials science, energy, and power innovators aligned with the parent’s strategic priorities. Its multi-fund strategy now targets AI-driven compute and connectivity infrastructure, next-generation materials including circular production technologies, and climate-tech solutions spanning electrification, decarbonization, and broader energy transformation.

Beyond capital, TDK Ventures co-invests alongside partners while giving startups access to TDK’s technical expertise and global customer channels to accelerate pilots and commercialization. Representative collaborations include e-fuel producer INERATEC, thermal interface specialist NovoLINC, and autonomous delivery company Starship Technologies, illustrating how the platform supports deeptech scale-up across energy, computing, and mobility.",TDK,Japan,,,TDK,Carbon Management & Markets
TechEnergy Ventures,https://www.techenergyventures.com/,"TechEnergy Ventures is the corporate venture capital arm of the Energy Transition Division of Tecpetrol within the Techint Group, created to back technologies that accelerate the parent’s decarbonization agenda while opening new low-carbon business pathways.

The fund targets startups advancing hydrogen and other clean fuels, carbon management and CCUS, sustainable lithium extraction and processing, and electrification and clean power solutions that can anchor a resilient energy transition.

Portfolio companies gain access to regulatory guidance on non-dilutive funding, engineering expertise from early design through EPC execution, and routes to pilot and deploy projects alongside Techint industrial assets; current investments highlighted by the CVC include Versogen, Quaise Energy, and Svante.",Techint Group,Argentina,1.0,Techint Group,Techint Group,"Building Efficiency & Electrification, Digital Climate Infrastructure"
Technip Energies Ventures,https://www.ten.com,"Technip Energies Ventures is the corporate venturing activity of Technip Energies, leveraging the parent’s engineering and technology platform for the energy transition to back external innovators that advance low-carbon infrastructure and circular solutions aligned with its strategic mandate.

Its investment focus spans low-carbon hydrogen, carbon capture and removal, electrification, critical minerals, sustainable aviation fuels and related energy-transition markets, positioning the venture arm to catalyze scale-up opportunities that complement the core business.

Representative commitments include Evok Innovations Fund II for hard-tech decarbonization, the United Airlines Ventures Sustainable Flight Fund to accelerate SAF supply, and floating-wind specialist X1 Wind—each supported with Technip Energies’ engineering expertise, commercialization know-how and project-delivery capabilities to help portfolio companies industrialize their technologies.",Technip Energies,France,1.0,Technip Energies N.V.,Technip Energies N.V.,"Mobility & Logistics, Industrial Decarbonization"
Tekfen Ventures,https://tekfenventures.com/,"Tekfen Ventures is the corporate venture arm of Tekfen Holding, created to back early-stage founders modernizing the legacy industries that build, feed, and supply the global economy while combining a financial-return mindset with strategic capital from the parent conglomerate.

The fund concentrates on technologies for agriculture, manufacturing, construction, real estate, and adjacent urban systems, prioritizing science- and software-led solutions that lift productivity, sustainability, and resilience across these core sectors.

Startups plug into Tekfen’s industrial leadership, worldwide reach, and operating expertise, with the CVC drawing on feedback from Tekfen business units to unlock collaboration opportunities; representative investments include Pivot Bio, Claroty, Mosaic, and Soft Robotics, illustrating its focus on ag-biologicals, industrial cybersecurity, tech-enabled construction, and advanced automation.",Tekfen Holding,Turkey,1.0,Tekfen Holding AS,Tekfen Holding AS,Digital Climate Infrastructure
Telefónica Innovation Ventures,https://telefonica.com/es/web/innovation/innovation-ventures,"Telefónica Innovation Ventures (TIV) is the corporate venture vehicle of Telefónica, investing directly and through leading venture funds across Europe, the United States, Israel and Latin America to build strategic partners that advance the group’s global strategy and telecom transformation mandate.

Its investment thesis prioritizes next-generation network enablement such as open RAN and 5G infrastructure, secure private LTE/5G and edge-enabled IoT platforms, alongside cybersecurity innovations spanning threat intelligence, cloud security, data protection and AI-driven defenses.

TIV leverages Telefónica’s open innovation platform to help startups scale by connecting them with business units and the company’s global customer base, pairing capital with strategic collaboration that founders cite as a boost to product expansion. Illustrative investments include Altiostar for virtualized open RAN, Nozomi Networks for OT/IoT cyber resilience and Monogoto for cloud-based private LTE/5G connectivity.",Telefonica,Spain,,,Telefonica,"Industrial Decarbonization, Circular Economy"
Wayra,https://www.wayra.com,"Wayra serves as the corporate venture capital platform of Telefónica, designed to foster innovation by aligning startups with the group's open innovation strategy and helping them collaborate with organizations for impactful outcomes.

The fund focuses on consumer digital solutions spanning home, entertainment, health, fintech, and energy alongside B2B technologies such as artificial intelligence, IoT, cybersecurity, cloud, data analytics, next-generation connectivity, and Web3 applications, selecting ventures that can generate business with Telefónica.

Wayra supports founders through a venture-client approach that opens Telefónica's network and resources, including dedicated spaces like the Wayra 5G Lab where startups validate solutions with real customers. Illustrative portfolio companies include Nearby Computing for edge orchestration, Wise CX for omnichannel customer experience, and Weecover's embedded insurance platform.",Telefónica,Spain,,,Telefónica,
MDI Ventures,http://www.mdi.vc,"MDI Ventures is the corporate venture capital arm of Telkom Indonesia, originally anchored by the group’s evergreen fund and focused on driving the digital future through strategic investments and partnerships that translate corporate synergy into measurable outcomes.

It backs startups across healthcare, fintech, logistics, agritech, edutech, and enterprise solutions while prioritising impact themes such as digital empowerment, financial inclusion, access to education, clean energy, health, sustainable agriculture, and sustainability reporting.

MDI runs a one-team, multi-fund model that links ventures with Telkom Group, Telkomsel, fellow Indonesian state-owned enterprises, and external LP networks, including business matchmaking initiatives like the Nex-BE Fest series to unlock pilots and revenue opportunities; illustrative portfolio contributions highlighted in its impact reporting include Aruna, Qoala, SwipeRx, and Paxel.",Telkom Indonesia,Indonesia,,,Telkom Indonesia,
Telkomsel Ventures,https://www.telkomsel.vc,"Telkomsel Ventures is the corporate venture capital arm of Telkomsel, mandated to create value for the parent’s growth while supporting Indonesia’s economy, securing sustainable returns, and accelerating innovation through collaboration with startup partners.

The team prioritizes ventures that expand digital lifestyle services, deliver digital enablement capabilities, and advance emerging technologies such as artificial intelligence, blockchain, and IoT that reinforce Telkomsel’s strategic focus on a more connected economy.

Through the TINC accelerator, Telkomsel Ventures links founders to Telkomsel’s ecosystem with collaboration-centered programming that offers mentorship, workshops, business matching, and proof-of-concept pilots, and its portfolio includes startups such as Halodoc, Roambee, and Feedloop that co-develop digital health, supply-chain visibility, and low-code automation solutions.",Telkomsel,Indonesia,,PT Telekomunikasi Selular,PT Telekomunikasi Selular,
Titanium Ventures,https://ti.vc/,"Titanium Ventures, established by Telstra Corporation and now operating independently as the telco’s former venture arm, continues to collaborate with Telstra on a commercial basis while using proprietary data science to identify AI, digital and software startups ready to scale globally.

The firm extends hands-on support through its Revenue Acceleration Platform, where go-to-market specialists elevate brand visibility, tap global channel partners, and jointly run customer engagements to open new pipelines for portfolio companies.

Illustrative investments such as DocuSign, Box, CrowdStrike and GitLab highlight its focus on category-defining software innovators.",Telstra Group,Australia,,,Telstra Group,"Food, Ag & Bioeconomy"
The TELUS Pollinator Fund,https://www.telus.com/en/pollinatorfund/,"The TELUS Pollinator Fund for Good is the corporate impact venture arm of TELUS, deploying capital into for-profit startups that advance social and environmental change while delivering on TELUS’s social capitalism commitment by backing mission-driven founders in health, education, agriculture, and the environment and connecting them to the company’s resources to scale responsibly.

Its investment thesis centers on four impact pillars—supporting responsible agriculture, transforming healthcare, caring for our planet, and enabling inclusive communities—guiding the fund toward solutions in sustainable food systems, inclusive and preventative care, zero-emission adoption and climate resilience, and pathways to quality jobs and services for underserved groups.

The fund delivers more than capital by leveraging the breadth of TELUS to open doors and provide strategic support, illustrated by portfolio companies such as Flash Forest’s drone-enabled reforestation platform, Goodr’s technology-driven food waste and hunger relief network, and Gotcare’s tech-enabled home care model.",TELUS,Canada,,,TELUS,Carbon Management & Markets
TELUS Ventures,https://www.telus.com/ventures,"TELUS Global Ventures is the strategic investment arm of TELUS Corporation, investing alongside the parent’s global technology businesses to turn visionary concepts into market realities and provide partners with pathways to real-world traction and growth.

The fund targets startups across health, agriculture, Internet of Things, digital customer experience, and impact solutions such as climate resilience and equitable access to essential services, seeking innovations that align with TELUS' core focus areas.

TELUS Global Ventures supports founders with board-level engagement, access to TELUS' network and ecosystem, and partnerships that help scale solutions, exemplified by investments in Homethrive, Rhino Health, TalkLife, and KODE Labs.",TELUS Corporation,Canada,,,TELUS Corporation,
Terna Forward,https://www.terna.it/en/about-us/innovation-plan/open-innovation-corporate-venture-capital,"Terna Forward is the corporate venture capital vehicle of Terna Group, launched in November 2022 to accelerate innovation for Italy’s electricity system and advance the company’s twin energy and digital transition goals. It targets startups up to Series A that deliver high-potential technologies and also channels capital as a limited partner in CDP Venture Capital’s Corporate Partners I Energy Tech and Infra Tech compartments to amplify strategic innovation for the grid.

Investment priorities focus on solutions that tackle the challenges of digitalization, decarbonization, decentralization and electrification while strengthening grid resilience, operational efficiency, maintenance safety and future-ready workforce models, with sustainability as a unifying principle.

Terna Forward supports founders through joint testing of enabling solutions, access to the transmission operator’s strategic know-how and the ability to scale with an industrial partner, creating a pathway to pilots and integration with core assets. Illustrative direct investments include Wesii, Mela Works, D-Orbit and Unusuals, reflecting its push into remote sensing, site digitization and space-enabled grid intelligence alongside its broader open-innovation portfolio.",Terna SpA,Italy,,,Terna SpA,
The Boeing Company,https://xelerated.aero,"AEI HorizonX is The Boeing Company’s corporate venture platform, created to deploy Boeing and AE Industrial Partners capital into startups that advance the aerospace group’s long-term strategic priorities in digital, sustainable, and autonomous flight.

The fund targets innovations in future mobility, space, sustainability, digital enterprise applications, networks, security, industrial technologies, connectivity, and enterprise digital solutions that reinforce Boeing’s commercial, defense, and space franchises.

Portfolio teams gain access to Boeing’s global capabilities, market reach, and the Aerospace Xelerated accelerator for pilots and scale-up support, with past investments including BridgeSat’s optical communications network and Kittyhawk’s unmanned aircraft operations platform.",The Boeing Company,United States,,,The Boeing Company,
HG Ventures,https://hgventures.com/,"HG Ventures is the corporate venture arm of The Heritage Group, partnering with innovative, high-growth companies to advance a sustainable future in materials, infrastructure, environmental solutions, and industrial systems while aligning investments with the parent’s operating capabilities.

The unit prioritizes startups across core markets such as environmental services, specialty chemicals, and transportation and infrastructure, and across enabling platforms including software and AI, circularity, advanced materials, industrial operations, and new business models.

Portfolio teams tap HG Ventures for access to The Heritage Group’s technical experts, pilot facilities, supply chain partners, and commercial agreements, with support showcased in collaborations that helped Battle Motors, SOLARCYCLE, Valerann, and ElectraMet scale their solutions.",The Heritage Group,not found,1.0,The Heritage Group,The Heritage Group,
Home Depot Ventures,https://corporate.homedepot.com/news/partnerships/home-depot-announces-150-million-venture-capital-fund-fuel-innovation-retail-and,"Home Depot Ventures is the corporate venture capital fund of The Home Depot, created to partner with early-stage companies whose technologies enhance the customer experience and advance the future of home improvement.

The fund prioritizes startups that streamline milestones of home ownership, strengthen the productivity of professional contractors, improve associate collaboration and safety, and drive operational excellence through platform innovation, delivery and asset optimization, and applied data science.

Home Depot Ventures supports portfolio companies with direct access to the retailer’s expertise and extensive footprint, and its track record already includes investments in Afero, Loadsmart, Made Renovation, and Roadie.",The Home Depot,United States,,,The Home Depot,
The Sharing Group,https://thesharinggroup.com,"The Sharing Group N.V. runs a corporate venture arm to advance its Good Sharing vision, scaling tech companies that make shared services economically sensible, ecologically responsible, and socially desirable across its online, mobility, and energy ecosystem.

The unit looks for European high-potential ventures that can accelerate shared mobility, energy transition solutions, and digital platforms aligned with the Good Sharing philosophy, backing entrepreneurs from pre-seed through Series A to embed member-driven business models.

Startups gain access to The Sharing Group’s in-house expertise across HR, legal, data, branding, and finance, a member community that can co-invest via bonds, and connections to co-investors, as evidenced by portfolio companies such as Publicroam, We Drive Solar, and Lightyear.",The Sharing Group,Netherlands,1.0,The Sharing Group N.V.,The Sharing Group N.V.,
